event_id,event_ts,event_name,session_id,cookie_id,user_id,email_hash,utm_source,utm_medium,utm_campaign,page_url,device_type,geo_country,geo_city
2cae3107-d191-41b1-99cf-35f560a5bd66,2026-01-01T21:13:00,signup,e4d84e5b-623c-4d63-92a9-4ad3686afbbc,25cab59a-25d1-45ce-962f-a454dea0b01d,,hash_mail_7,google,cpc,gg_camp_2,/signup,mobile,EG,Cairo
5e2cb1c6-ef5e-476b-aa73-02ccd8c0508a,2026-01-01T12:37:00,page_view,8fb78185-9fdc-4ddf-9682-9acab533c114,3d329ed0-19fe-4158-87f4-2bdedc48170b,,,facebook,cpc,fb_camp_1,/landing,desktop,EG,Cairo
2bd23897-0e4a-4d60-85f4-e47a5fb9044e,2026-01-01T22:48:00,page_view,17075b29-6125-4f92-878c-2ebf72019d7c,25d88f1b-ae8d-464d-9f7b-2888a3011fdf,,,email,email,em_camp_1,/landing,desktop,EG,Alex
b9378fe0-51c8-4d79-b676-9d80b0ff1e2c,2026-01-01T04:36:00,signup,17075b29-6125-4f92-878c-2ebf72019d7c,25d88f1b-ae8d-464d-9f7b-2888a3011fdf,,hash_mail_8,email,email,em_camp_1,/signup,desktop,EG,Cairo
418b7d8b-aebf-4232-9da3-c06abb6f5982,2026-01-01T09:38:00,page_view,8bf59fda-5c74-48f4-911b-6470714f243b,6d607abe-5890-4c76-8c1e-6f7e70377228,,,google,cpc,gg_camp_2,/landing,mobile,EG,Alex
0e605c82-7533-43df-a26f-a1c691b1678a,2026-01-01T08:35:00,page_view,50989166-d7b0-4cd0-bcd5-19a2d3edc4be,127b1d88-04c4-458b-b6f4-b2c2d4b2c453,,,email,email,em_camp_1,/landing,mobile,EG,Cairo
bcc4b473-3374-41fc-b6a9-ac9639755b9f,2026-01-01T00:08:00,page_view,ac4de999-4cab-47c4-8281-eca6bc59c917,0a31973a-664c-4b16-a830-4f35beb89d3d,,,email,email,em_camp_1,/landing,desktop,EG,Cairo
e1735c29-66c7-47f3-8931-4921af7f2a2b,2026-01-01T15:05:00,page_view,4d67984c-5b37-4f56-bfb2-33d11b356db4,f74472bd-2244-4bde-a0ba-10e8f6537674,,,email,email,em_camp_1,/landing,desktop,EG,Alex
c7c8be41-6e92-489f-acc0-5534017464a2,2026-01-01T02:35:00,signup,4d67984c-5b37-4f56-bfb2-33d11b356db4,f74472bd-2244-4bde-a0ba-10e8f6537674,,hash_mail_9,email,email,em_camp_1,/signup,mobile,EG,Alex
54921288-0b9c-4fbe-8330-c828b2d9bed4,2026-01-01T04:22:00,page_view,24536028-78be-4e46-b6d1-c1631a1ffe7e,d1fb0517-00e6-4504-a754-4e18787560fa,,,google,cpc,gg_camp_2,/landing,mobile,EG,Giza
4db2ca0f-cd5c-420b-98c8-e1ded552a954,2026-01-01T07:11:00,page_view,7c84ef27-bdf7-4606-952e-358a2097a74c,3929c6ba-a007-4040-a6f5-5c288c429945,,,facebook,cpc,fb_camp_2,/landing,mobile,EG,Alex
79d9c2c0-0e75-4ff9-8ed0-d223771c8213,2026-01-01T19:07:00,signup,7c84ef27-bdf7-4606-952e-358a2097a74c,3929c6ba-a007-4040-a6f5-5c288c429945,,hash_mail_10,facebook,cpc,fb_camp_2,/signup,desktop,EG,Alex
fbe1cb6a-138d-4a87-afa5-f4187fc7051e,2026-01-01T00:51:00,page_view,36f4ec6c-9a11-4e94-b12b-ec2637ca1ec7,4ecd38b6-e08d-4ce5-9b44-70517cb9cb91,,,google,cpc,gg_camp_2,/landing,mobile,EG,Alex
dfd4b447-c982-45db-8e84-6ed31fce7750,2026-01-01T09:07:00,page_view,b312f062-fb43-429f-a27e-b765b108cef6,8ac2c40c-1737-4f02-bba0-6fd71740fd19,,,organic,organic,org_traffic,/landing,mobile,EG,Alex
2b06c63f-ae01-4dc3-873d-4410807c9f63,2026-01-01T01:20:00,signup,b312f062-fb43-429f-a27e-b765b108cef6,8ac2c40c-1737-4f02-bba0-6fd71740fd19,,hash_mail_11,organic,organic,org_traffic,/signup,desktop,EG,Cairo
82a1aef9-e35e-4eca-8d68-e646431a7cb2,2026-01-01T10:26:00,page_view,6b337c90-e4a1-4ad5-be4b-dd7c6cecc63e,6cdb64bd-7756-428a-9bed-496f3b38f56a,,,organic,organic,org_traffic,/landing,mobile,EG,Cairo
6f5cf948-84ce-4327-adc5-55588e04a14c,2026-01-01T06:36:00,signup,6b337c90-e4a1-4ad5-be4b-dd7c6cecc63e,6cdb64bd-7756-428a-9bed-496f3b38f56a,,hash_mail_12,organic,organic,org_traffic,/signup,desktop,EG,Giza
81db273d-8ef8-4bc7-8d04-66005311078d,2026-01-01T21:54:00,page_view,8f0c2239-484d-4236-8a0c-37055d2c7793,820cb18e-84a6-4273-a20f-881c532d002d,,,email,email,em_camp_1,/landing,desktop,EG,Alex
bc4a2342-8efe-4df2-a7d5-c8a839809d5c,2026-01-01T03:57:00,page_view,2cc6f969-474a-4607-b64c-aa29a170bac0,ed127bdb-f95f-41ef-9025-a9d62263f16a,,,email,email,em_camp_1,/landing,desktop,EG,Cairo
5499ba08-de29-4e37-9556-af0bae9c009c,2026-01-01T03:43:00,page_view,f1e74923-ef1c-4b73-a24d-33d04fe9b527,83fa6fb1-26a2-4bf8-96bc-de541f0c2973,,,email,email,em_camp_1,/landing,desktop,EG,Giza
ea04e4b6-330b-4dfa-8926-032b846f4c85,2026-01-01T20:42:00,page_view,aa913162-58a6-4399-b6ff-b9458f4cd5ca,237ac2da-4730-4fb1-826f-ccc0f2db9587,,,email,email,em_camp_1,/landing,mobile,EG,Giza
f77c2a36-3f0a-43a4-ab7d-16a6d8f88ae7,2026-01-01T01:31:00,page_view,ef8faf11-4eeb-48f9-b152-6c25a749b53e,9ccaeb48-4c9a-480a-9e75-69027aac1726,,,google,cpc,gg_camp_2,/landing,desktop,EG,Cairo
529b7ec9-663d-4c32-ad7c-25047eae427f,2026-01-01T14:44:00,page_view,dcecae52-a2d0-4746-9dca-defaede95a68,6a3d7806-35e4-49b9-acf0-ca5ae9de5e8b,,,google,cpc,gg_camp_2,/landing,mobile,EG,Alex
9e124be7-00f2-4ebe-8c04-a353e5b2fd26,2026-01-01T10:16:00,page_view,9feb687e-1a06-4bfb-9ab2-0e7fc69179b0,64394710-011e-4b4b-bc61-1211b2d35d29,,,email,email,em_camp_1,/landing,desktop,EG,Alex
36ac5b75-681f-4946-a73a-20a153e0c1cb,2026-01-01T18:56:00,page_view,138ab049-10d7-492e-af32-759157355c73,2387286b-3857-42de-a1ab-24db26b9bea8,,,organic,organic,org_traffic,/landing,mobile,EG,Cairo
35352dcc-6681-4639-b78a-fdbea57e4490,2026-01-01T21:01:00,page_view,d0a6e7e8-5467-447d-ac07-956cebf17375,72ceb434-f9a9-4045-b1d0-ec396496842f,,,organic,organic,org_traffic,/landing,desktop,EG,Giza
a0634e7b-c89b-4df2-9921-f72029f54a3f,2026-01-01T09:48:00,page_view,c3bdf600-08e3-4de3-b907-c86b5dba7413,e59008a0-465f-41ad-aaa4-a95472dd0e0c,,,facebook,cpc,fb_camp_2,/landing,mobile,EG,Giza
13550015-4922-4c95-bb79-b53d15a20e7a,2026-01-01T15:05:00,page_view,0c14e6f4-6ed8-4891-bc00-53d78186ac38,1a7e1d52-f6b9-4462-9484-5a0190e26804,,,email,email,em_camp_1,/landing,desktop,EG,Alex
1687b7ce-407f-4d1c-9016-8f8b3bf529b3,2026-01-01T16:10:00,signup,0c14e6f4-6ed8-4891-bc00-53d78186ac38,1a7e1d52-f6b9-4462-9484-5a0190e26804,,hash_mail_13,email,email,em_camp_1,/signup,mobile,EG,Alex
06ed2fc2-d303-4c0f-adce-ab03738f186d,2026-01-01T22:58:00,page_view,f9a22e1d-26b7-4ac3-8df3-e77a2b78f1e6,0e2c490c-1606-427a-b109-8463fb74ff6e,,,facebook,cpc,fb_camp_1,/landing,desktop,EG,Cairo
25f3e800-cc17-49e0-91c8-767dcb851636,2026-01-01T01:35:00,page_view,c3d7f979-32f8-421a-8b18-af022936d8ef,a8708ef2-c8f2-4d9c-b8e7-ff00391cf86f,,,google,cpc,gg_camp_1,/landing,mobile,EG,Giza
b871f54e-2f1c-4eba-83e7-1bfef2d035b4,2026-01-01T14:09:00,page_view,6b061b84-526d-4349-891c-cb368703aba4,b2977173-ca8c-42df-bd45-5e3e6d517324,,,facebook,cpc,fb_camp_2,/landing,mobile,EG,Alex
6710970a-f254-4948-bf41-6e4196c8a89a,2026-01-01T08:20:00,page_view,821b3bf3-7eeb-4a2f-a04c-1b7c5f66cfc9,62e3bb83-c59b-4964-b317-9a8ca5e86128,,,organic,organic,org_traffic,/landing,mobile,EG,Alex
88d663cd-dde2-402f-8413-c4dcc47f9153,2026-01-01T07:29:00,page_view,3b084db4-2777-4eca-a375-f3aef8fa0c9b,2cee0e43-eeef-4ed2-a2f5-06ccf059dfa9,,,facebook,cpc,fb_camp_2,/landing,mobile,EG,Alex
1ec66a82-1498-420a-9aae-efcf8aedecff,2026-01-01T04:09:00,page_view,60fb2a5e-5175-4e93-9e8e-c87c7abc88c7,0c03522d-caeb-4cec-af68-cd9747b21747,,,facebook,cpc,fb_camp_1,/landing,desktop,EG,Cairo
6fddbaad-c4a9-4bb3-8a6a-159155cc280c,2026-01-01T20:55:00,page_view,680dc6d6-fbba-4e21-9a36-372cb3813e99,04c5e004-8272-4dce-9f83-5973bfa57884,,,email,email,em_camp_1,/landing,desktop,EG,Alex
1c471da9-6fd6-41ca-a710-a1663222bd60,2026-01-01T15:22:00,page_view,66a2bf47-1aa8-4574-811b-526c59067179,fa7b7a6c-fc3e-4513-b7cd-2080b2793671,,,google,cpc,gg_camp_2,/landing,desktop,EG,Cairo
22283d2c-b8f1-4353-83ec-da42fb8aaf09,2026-01-01T21:24:00,page_view,9ebcc9d0-a630-4a9c-a20d-ea9fbd5df68f,4502b5f9-8fdb-4620-867e-8ae6ed6218d1,,,email,email,em_camp_1,/landing,mobile,EG,Giza
bad53b79-61f4-41e3-b26f-fcd68d21ef19,2026-01-01T09:17:00,page_view,827011fb-6bc9-4cf3-84da-08b386bc565f,3f78dfcb-55ff-49d0-b2f1-f1ddeb34f762,,,email,email,em_camp_1,/landing,desktop,EG,Giza
fd9bf98d-061b-4959-aa0e-63144f1ff2e8,2026-01-01T05:09:00,page_view,9c564ff8-8447-438f-9484-f9579f82eab3,98dea52a-63c3-4f6c-9fa1-1a1bf270e871,,,facebook,cpc,fb_camp_1,/landing,mobile,EG,Giza
32c86527-7bd3-4a31-aac4-9b5431d5a226,2026-01-01T14:10:00,page_view,db3ff561-c4aa-4a3c-a291-6d62258e3816,d200ce97-d8d3-47f2-9571-8e87fb98d99e,,,google,cpc,gg_camp_1,/landing,desktop,EG,Giza
16799e28-0c59-4bbe-9ac1-78f7d30cc634,2026-01-01T07:04:00,page_view,8127bd9e-d452-48f5-9254-c8d8cc2c8d51,3c6bb3a8-b908-4fd4-863e-a14974b72142,,,organic,organic,org_traffic,/landing,desktop,EG,Giza
be64c632-3848-443e-add5-2d8553a5937c,2026-01-01T16:17:00,page_view,eabe5c19-ae16-4998-95a8-54868a922ead,5b90969f-e1b8-458b-9760-c5f98ce40c63,,,facebook,cpc,fb_camp_2,/landing,mobile,EG,Giza
b7c4c5ab-1f77-4e93-a4d7-d54c0978065c,2026-01-01T18:23:00,page_view,3629e189-81c3-48c2-bed6-5cadb6ab025c,cfa18d96-746a-4bb8-85e0-126b2cac7576,,,organic,organic,org_traffic,/landing,mobile,EG,Giza
69870f2f-9285-4a19-821f-38184104a6bf,2026-01-01T14:53:00,signup,3629e189-81c3-48c2-bed6-5cadb6ab025c,cfa18d96-746a-4bb8-85e0-126b2cac7576,,hash_mail_14,organic,organic,org_traffic,/signup,desktop,EG,Cairo
840938e3-cfe5-4220-92e0-5af6752f35ec,2026-01-01T04:22:00,page_view,eaf0175c-a6c6-4f21-a4c6-fbce8aee7d7f,c2ea665c-1b02-4aa2-8008-c0f3d4fbf83e,,,google,cpc,gg_camp_2,/landing,mobile,EG,Giza
139caefb-860b-4087-9c58-5b7e64740914,2026-01-01T21:57:00,page_view,aba50c2c-925d-40d4-8865-c5a9bcd93d52,94ba5482-f0ee-4c68-b657-719d4ae33bc6,,,facebook,cpc,fb_camp_1,/landing,desktop,EG,Cairo
01b49033-e90f-4bf0-87f7-2d7b63462ed5,2026-01-01T08:53:00,page_view,9e252ddd-f6e9-4d77-b56e-eca91efd2f80,1607d208-2504-4e4f-8c51-92499fc66277,,,google,cpc,gg_camp_1,/landing,desktop,EG,Giza
b04c5ebf-346d-488e-9e58-d19a926cf5f4,2026-01-01T11:10:00,signup,9e252ddd-f6e9-4d77-b56e-eca91efd2f80,1607d208-2504-4e4f-8c51-92499fc66277,,hash_mail_15,google,cpc,gg_camp_1,/signup,desktop,EG,Giza
b9e4a724-e1ef-44bb-8be8-24ae113b3960,2026-01-01T02:48:00,page_view,0a059c47-9bb3-4791-aa1e-e76b6347e361,f7560ce3-bfe3-487c-bc19-a5ff47623de4,,,organic,organic,org_traffic,/landing,desktop,EG,Cairo
a54e74f7-3ff9-4e5b-a210-cc66148bdc1b,2026-01-01T07:40:00,page_view,87b9e5e4-e62e-4aff-acd7-e4721d1f8057,46b6aed7-d347-40ff-8fc3-5b39a050439d,,,facebook,cpc,fb_camp_2,/landing,mobile,EG,Alex
19a840c8-6402-4f46-91f0-4ed194db8764,2026-01-01T01:04:00,signup,87b9e5e4-e62e-4aff-acd7-e4721d1f8057,46b6aed7-d347-40ff-8fc3-5b39a050439d,,hash_mail_16,facebook,cpc,fb_camp_2,/signup,mobile,EG,Cairo
ba09b858-f3ab-40a4-9d08-8c8ada275f74,2026-01-01T16:10:00,page_view,a4dfdb5c-be34-4205-8f4c-fb1b23baa4de,f3fa2839-2706-4fa1-8a1f-71a44d38d0c4,,,google,cpc,gg_camp_1,/landing,mobile,EG,Alex
cdb6e398-6ad3-49d2-b76d-51697d0fe3ae,2026-01-01T12:36:00,page_view,4df64268-23dc-4165-8704-5b7d142f529b,49ec0485-9062-4424-a862-1b3204ebc4da,,,organic,organic,org_traffic,/landing,mobile,EG,Alex
debf1db8-487e-466f-a784-c9d2b9678335,2026-01-01T10:38:00,page_view,90d380a5-a3f4-4e85-b0fb-a0a7a4d15ccb,7959e460-ec5f-4566-86bb-0e5d80476adb,,,facebook,cpc,fb_camp_1,/landing,mobile,EG,Alex
731aef9f-fc3f-4640-8378-48213f3d31f6,2026-01-01T10:39:00,signup,90d380a5-a3f4-4e85-b0fb-a0a7a4d15ccb,7959e460-ec5f-4566-86bb-0e5d80476adb,,hash_mail_17,facebook,cpc,fb_camp_1,/signup,desktop,EG,Giza
27f9d029-f1cf-41df-9b3c-37962448a59f,2026-01-01T23:22:00,page_view,ddc7763c-3361-4b9a-92e4-36aa595610ad,b93a68d3-6026-4d5b-a074-a8635615f845,,,facebook,cpc,fb_camp_2,/landing,mobile,EG,Alex
b37e234f-2077-47ff-8327-a816fdd9ceed,2026-01-01T22:35:00,page_view,4639b212-be4b-4123-b3f8-62cbd19ededf,09644732-dc47-4ec1-a7f5-a30e0bbf9669,,,email,email,em_camp_1,/landing,desktop,EG,Cairo
725ce8cf-2be5-4e7a-932b-d53335b838e8,2026-01-01T14:21:00,page_view,fb9ecf94-aa7e-4360-9e6e-55861326fb7b,0c45ce32-6843-4596-b5c9-208053ce6f92,,,email,email,em_camp_1,/landing,desktop,EG,Cairo
e5a114e5-0928-4305-98a5-9e191b86e011,2026-01-01T05:14:00,page_view,23cc0092-98d2-4828-94ec-7b2b77a09502,6798b3ea-9030-484a-a7da-4807d0039d00,,,email,email,em_camp_1,/landing,desktop,EG,Cairo
5f8ec7ae-c4df-4cb0-b16b-941d6a78b45c,2026-01-01T15:53:00,page_view,83ba0bff-67da-42a5-bfcd-8446905e1be8,2927ed64-4164-4088-bf9b-b5ccfe2a180f,,,email,email,em_camp_1,/landing,desktop,EG,Alex
11bf002b-2c9b-4f88-a9ab-7fd6c04da5af,2026-01-01T02:58:00,page_view,e46cc3d8-7b99-4fe5-9055-0364be3c7afb,f479a15c-d4d4-4c53-a5ca-70fcbfaa1a07,,,email,email,em_camp_1,/landing,desktop,EG,Giza
6139e6ee-1a7c-4c25-9f71-daffd9a2eb9c,2026-01-01T15:52:00,signup,e46cc3d8-7b99-4fe5-9055-0364be3c7afb,f479a15c-d4d4-4c53-a5ca-70fcbfaa1a07,,hash_mail_18,email,email,em_camp_1,/signup,desktop,EG,Giza
d9e58a44-ebd9-4a63-a54f-e11c1b7b3773,2026-01-01T08:50:00,page_view,02fc18c5-b859-430d-8f0e-922079703fa2,ea7ed3c7-2033-4e5d-ae52-bc87b53a9c55,,,google,cpc,gg_camp_2,/landing,desktop,EG,Giza
b0cea4e0-8c71-42aa-855a-25329ff14802,2026-01-01T17:39:00,page_view,718e75b4-94eb-4abe-a835-bc6be81112ef,a5e99740-8866-4ad9-bc79-1d523f8f6d6e,,,email,email,em_camp_1,/landing,mobile,EG,Cairo
10cae6be-5b14-46fa-a8e6-508b730c9d3d,2026-01-01T13:53:00,signup,718e75b4-94eb-4abe-a835-bc6be81112ef,a5e99740-8866-4ad9-bc79-1d523f8f6d6e,,hash_mail_19,email,email,em_camp_1,/signup,desktop,EG,Alex
3532ff64-48a5-463e-9165-314983a7818a,2026-01-01T00:36:00,page_view,7a2b1d28-99ad-4705-b544-85b503501f4c,fb604367-c2ef-4b67-af84-6b7ae7b62e1d,,,organic,organic,org_traffic,/landing,mobile,EG,Giza
c698aa60-9b3f-4cc1-a744-dd9fabe2aecf,2026-01-01T23:37:00,signup,7a2b1d28-99ad-4705-b544-85b503501f4c,fb604367-c2ef-4b67-af84-6b7ae7b62e1d,,hash_mail_20,organic,organic,org_traffic,/signup,mobile,EG,Giza
6506c015-94bd-4c02-9f63-10dfbc6d5e32,2026-01-01T14:32:00,page_view,49781bdd-374e-4175-badc-f8fe9852718f,0bc7ef0f-c019-4d37-97bd-92a6be06b96a,,,organic,organic,org_traffic,/landing,desktop,EG,Giza
bfb99add-24c9-498f-95df-6f2884cc55ff,2026-01-01T08:35:00,page_view,2ba4556f-55e3-427d-81d7-9604f486881c,b121574e-c5ec-43e5-a879-1d5cc7904782,,,email,email,em_camp_1,/landing,mobile,EG,Cairo
e0e6f71a-33b3-40b6-8932-37494d4ba878,2026-01-01T18:18:00,page_view,257250e2-f0d2-42a0-b375-217773a68bf2,b910ae42-6cd4-4ced-be85-c94a4df8d5e4,,,email,email,em_camp_1,/landing,mobile,EG,Cairo
9f021804-e72e-4b99-b713-8657b32ce6dc,2026-01-01T16:32:00,signup,257250e2-f0d2-42a0-b375-217773a68bf2,b910ae42-6cd4-4ced-be85-c94a4df8d5e4,,hash_mail_21,email,email,em_camp_1,/signup,desktop,EG,Alex
225604f6-43ac-4e79-8194-6eeb8d52dc02,2026-01-01T06:38:00,page_view,eef9fc44-c3b3-4dc1-9b01-dc153f1514de,4353021f-9b1f-4dac-be21-46c041320e47,,,email,email,em_camp_1,/landing,desktop,EG,Cairo
5b672d32-410c-4ad4-9f52-95443543f599,2026-01-01T18:14:00,page_view,f7b57ffa-2ee3-44ad-b24e-ad20d67f798b,17f9bcb1-d019-4c1a-81cc-349dc9f4029a,,,email,email,em_camp_1,/landing,mobile,EG,Giza
40705bf9-74f3-45d0-b4fd-c616a983c54c,2026-01-01T01:52:00,signup,f7b57ffa-2ee3-44ad-b24e-ad20d67f798b,17f9bcb1-d019-4c1a-81cc-349dc9f4029a,,hash_mail_22,email,email,em_camp_1,/signup,desktop,EG,Alex
08c556b2-6166-4ed0-9fc3-1bef27feb77c,2026-01-01T00:26:00,page_view,8bdd544b-f9be-44f4-b673-024581d58b68,45bd8ab5-229d-4909-b886-625ed2238512,,,organic,organic,org_traffic,/landing,desktop,EG,Giza
9fd3eef3-226e-4db0-b202-43c2eca8ad94,2026-01-01T01:46:00,page_view,754569e5-766f-420a-a2dd-02bc02470edf,4f98ab25-8c2e-401b-b511-ac6915915fce,,,email,email,em_camp_1,/landing,desktop,EG,Giza
27def1cb-d84c-4636-812e-99e7fc8591e9,2026-01-01T02:14:00,signup,754569e5-766f-420a-a2dd-02bc02470edf,4f98ab25-8c2e-401b-b511-ac6915915fce,,hash_mail_23,email,email,em_camp_1,/signup,desktop,EG,Giza
96232e87-2370-4391-ac8b-f5941b7b5b30,2026-01-01T05:06:00,page_view,dd1f4d00-1c4a-4d31-b5bd-694de5ed926d,f44a3097-e90f-486a-9021-c8bd806294e2,,,facebook,cpc,fb_camp_1,/landing,desktop,EG,Cairo
5f29dbca-bb3c-48e8-9088-85420aa8e177,2026-01-01T20:42:00,page_view,84055702-a5d2-433d-bf75-4d10eb489709,5a543417-fcae-4a8a-a718-9912187a7460,,,facebook,cpc,fb_camp_2,/landing,mobile,EG,Alex
c2e82831-68d7-4fc3-84a1-ebbe89782eee,2026-01-01T20:06:00,page_view,c90d2842-5747-455a-9df8-f487a889fead,e96adffc-29e2-474a-846c-eb7204c8afbd,,,organic,organic,org_traffic,/landing,desktop,EG,Giza
bf13019e-d44d-4f67-82f3-f176166bb3a5,2026-01-02T21:22:00,page_view,a63dd9b0-e91a-4eef-916e-21773b630fd1,1ad57c03-b32a-4501-87e2-52c6ff6dc18f,,,facebook,cpc,fb_camp_1,/landing,mobile,EG,Giza
eb19d9c0-8371-44f9-8bd8-fc4e3978b04e,2026-01-02T05:56:00,page_view,1f4a32bb-0ed3-498d-8187-39890e5c2129,db6b6e7d-613d-444e-9da8-005579da01cf,,,google,cpc,gg_camp_1,/landing,mobile,EG,Cairo
e9397ae8-7a84-4970-88fc-b9843011996b,2026-01-02T15:23:00,signup,1f4a32bb-0ed3-498d-8187-39890e5c2129,db6b6e7d-613d-444e-9da8-005579da01cf,,hash_mail_24,google,cpc,gg_camp_1,/signup,desktop,EG,Giza
1076277c-bc0a-4cc5-ad63-4dc572d7bb44,2026-01-02T09:02:00,page_view,d04ce4a8-fdc0-4c11-8aaa-5680cc81ad4b,33db9f7f-53fc-4ecd-ab8a-e51b640d1311,,,facebook,cpc,fb_camp_1,/landing,mobile,EG,Giza
e0b20d80-7865-4e17-9344-534cb34dd594,2026-01-02T07:41:00,signup,d04ce4a8-fdc0-4c11-8aaa-5680cc81ad4b,33db9f7f-53fc-4ecd-ab8a-e51b640d1311,,hash_mail_25,facebook,cpc,fb_camp_1,/signup,mobile,EG,Giza
6cb39e55-d806-4a46-826a-16caa92135b5,2026-01-02T04:15:00,page_view,a49561e1-8419-4fb8-82a7-77f21c714279,665f0746-8d7a-4107-82ad-7661b6d29696,,,email,email,em_camp_1,/landing,desktop,EG,Alex
603ba0b9-0fd4-4e47-9517-be94c202f439,2026-01-02T17:05:00,page_view,d63832a7-f53e-46b8-944a-ca07e1d59038,20a1132f-be3a-49be-8db2-145c11e0f1eb,,,organic,organic,org_traffic,/landing,desktop,EG,Giza
30272c4f-a5d1-4e76-9009-c44461714806,2026-01-02T01:22:00,signup,d63832a7-f53e-46b8-944a-ca07e1d59038,20a1132f-be3a-49be-8db2-145c11e0f1eb,,hash_mail_26,organic,organic,org_traffic,/signup,desktop,EG,Alex
